Name,x,y,Elevation (m),Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C),tdmean (degrees C),vpdmin (hPa),vpdmax (hPa)
337,-117.2753,43.641,989,2012-02,6.59,-3.8,1.9,7.6,-4.5,0.64,5.97
337,-117.2753,43.641,989,2012-03,30.84,-0.4,6.1,12.5,-2.5,0.9,10.18
337,-117.2753,43.641,989,2012-04,27.54,2.5,10,17.6,-0.4,1.43,15.96
337,-117.2753,43.641,989,2012-05,20.25,4.7,12.9,21,-0.1,2.59,20.52
337,-117.2753,43.641,989,2012-06,4.25,7.6,17.1,26.5,1.6,3.26,29.94
337,-117.2753,43.641,989,2012-07,1.01,14.5,24.4,34.4,5.4,6.49,47.1
337,-117.2753,43.641,989,2012-08,0.84,12.7,23.2,33.8,1.4,7.24,47.31
337,-117.2753,43.641,989,2012-09,0.69,8.4,18.2,28,-0.8,4.85,32.83
337,-117.2753,43.641,989,2012-10,13.75,1.3,9.5,17.7,-2.4,1.83,16.33
337,-117.2753,43.641,989,2012-11,17.52,-0.4,4.8,10,-0.5,0.84,6.91
337,-117.2753,43.641,989,2012-12,25.6,-3.4,1,5.4,-3.8,0.59,4.74
337,-117.2753,43.641,989,2013-01,13.61,-12,-6.9,-1.9,-10.2,0.24,2.12
337,-117.2753,43.641,989,2013-02,6.53,-3.2,1.8,6.8,-3.6,0.51,5.2
337,-117.2753,43.641,989,2013-03,3.75,-1.5,5.7,13,-3.9,1.12,10.99
337,-117.2753,43.641,989,2013-04,7.37,1.6,9.3,17,-3.1,1.91,15.5
337,-117.2753,43.641,989,2013-05,12.57,6.2,14.5,22.8,0.3,2.94,23.27
337,-117.2753,43.641,989,2013-06,17.72,9.8,18.6,27.4,3.6,3.79,31.22
337,-117.2753,43.641,989,2013-07,0,15.5,25.6,35.7,2.2,9.62,52.53
337,-117.2753,43.641,989,2013-08,3.29,14.2,23.7,33.2,4.9,6.86,43.67
337,-117.2753,43.641,989,2013-09,32.83,10.1,17.5,24.9,6.9,2.42,23.88
337,-117.2753,43.641,989,2013-10,26.25,0.8,8.5,16.2,-0.8,1.18,13.1
337,-117.2753,43.641,989,2013-11,17.53,-2,3.6,9.2,-2.4,0.66,6.34
337,-117.2753,43.641,989,2013-12,8.36,-9.5,-4.4,0.7,-8.7,0.39,3.1
337,-117.2753,43.641,989,2014-01,12.53,-5.2,-1.2,2.8,-5,0.43,3
337,-117.2753,43.641,989,2014-02,36.24,-2.3,2.3,6.9,-2.6,0.44,5.18
337,-117.2753,43.641,989,2014-03,21.19,0.1,6.8,13.4,-2.1,0.94,10.37
337,-117.2753,43.641,989,2014-04,21.1,1.3,8.6,15.9,-1.8,1.32,13.76
337,-117.2753,43.641,989,2014-05,7.43,5.9,14.2,22.4,0.5,2.99,22.37
337,-117.2753,43.641,989,2014-06,7.03,9.5,17.7,25.9,2.4,4.09,27.75
337,-117.2753,43.641,989,2014-07,5.32,15.3,25,34.8,5.3,7.83,48.31
337,-117.2753,43.641,989,2014-08,10.68,13.5,22.3,31.1,7.7,4.67,36.31
337,-117.2753,43.641,989,2014-09,18.41,9.1,17.8,26.6,2.5,3.65,28.68
337,-117.2753,43.641,989,2014-10,9.34,4.2,12.1,20.1,1.6,1.88,17.66
337,-117.2753,43.641,989,2014-11,27.94,-3.3,2.2,7.6,-3.3,0.68,5.79
337,-117.2753,43.641,989,2014-12,42.99,-2.1,1.9,5.9,-1.5,0.34,3.63
337,-117.2753,43.641,989,2015-01,11.85,-4.2,-0.6,3.1,-3,0.23,2.15
337,-117.2753,43.641,989,2015-02,24.34,-0.4,5.5,11.3,-1.3,0.76,7.89
337,-117.2753,43.641,989,2015-03,11.94,0.6,8.2,15.7,-1.5,1.25,13.17
337,-117.2753,43.641,989,2015-04,14.47,0.5,8.8,17.2,-2.9,1.61,15.5
337,-117.2753,43.641,989,2015-05,34.09,7.4,14.7,22.1,3.9,1.98,19.66
337,-117.2753,43.641,989,2015-06,2.04,13,22.4,31.9,4.9,6.2,40.56
337,-117.2753,43.641,989,2015-07,37.92,14.2,22.9,31.6,6.9,5.69,38.69
337,-117.2753,43.641,989,2015-08,0.95,13.3,23.1,32.9,3,7.28,44.24
337,-117.2753,43.641,989,2015-09,9.06,8.3,17.3,26.2,3.1,3.37,28.41
337,-117.2753,43.641,989,2015-10,40.2,6,13.6,21.1,3.5,2.05,18.3
337,-117.2753,43.641,989,2015-11,25.48,-2.8,2.5,7.7,-3.5,0.62,6.04
337,-117.2753,43.641,989,2015-12,46.9,-4.2,-0.3,3.6,-4.2,0.42,3.39
337,-117.2753,43.641,989,2016-01,19.27,-5,-0.6,3.8,-3.8,0.24,3
337,-117.2753,43.641,989,2016-02,11.23,-1.9,3.5,9,-1.7,0.47,6.04
337,-117.2753,43.641,989,2016-03,19.82,0.7,6.9,13.2,-1,0.95,9.87
337,-117.2753,43.641,989,2016-04,23.75,3.9,11.8,19.8,0.8,1.94,17.81
337,-117.2753,43.641,989,2016-05,33.23,6.3,14.2,22.2,3.3,1.67,19.5
337,-117.2753,43.641,989,2016-06,3.09,10,19.6,29.2,3.2,4.33,34.78
337,-117.2753,43.641,989,2016-07,41.12,12.2,22.1,32,4.1,5.59,41.7
337,-117.2753,43.641,989,2016-08,0.01,12.1,22,32,2.3,6.65,41.94
337,-117.2753,43.641,989,2016-09,3.52,7.2,16.2,25.2,2.1,2.78,25.94
337,-117.2753,43.641,989,2016-10,23.27,4.1,11.2,18.3,1.9,1.44,14.93
337,-117.2753,43.641,989,2016-11,7.89,0.1,6.4,12.7,-0.4,0.75,9.15
337,-117.2753,43.641,989,2016-12,38.3,-10.1,-4.9,0.3,-8.6,0.25,2.43
337,-117.2753,43.641,989,2017-01,85.21,-11.3,-6.5,-1.7,-9.3,0.19,1.69
337,-117.2753,43.641,989,2017-02,29.29,-3,1.6,6.3,-3,0.42,4.66
337,-117.2753,43.641,989,2017-03,43.8,2,7.8,13.5,0.8,0.72,9.82
337,-117.2753,43.641,989,2017-04,34.89,1.1,7.8,14.4,-0.1,0.84,10.98
337,-117.2753,43.641,989,2017-05,20.16,5.1,13.3,21.4,3.1,1.91,19.83
337,-117.2753,43.641,989,2017-06,21.78,10.3,18.9,27.4,5.5,3.63,29.83
337,-117.2753,43.641,989,2017-07,0.52,15.1,25.2,35.3,5.4,7.84,49.32
337,-117.2753,43.641,989,2017-08,5.72,14,23.7,33.3,5.1,7.02,44.23
337,-117.2753,43.641,989,2017-09,7.56,8.5,17,25.6,3.8,3.49,27.86
337,-117.2753,43.641,989,2017-10,6.66,0.8,8.7,16.6,-0.7,1.05,13.7
337,-117.2753,43.641,989,2017-11,25.57,-0.5,5.1,10.7,-0.4,0.52,7.15
337,-117.2753,43.641,989,2017-12,15.41,-6.8,-2.4,2,-5.8,0.33,2.7
337,-117.2753,43.641,989,2018-01,22.1,-2.7,1.8,6.4,-1.6,0.25,3.94
337,-117.2753,43.641,989,2018-02,8.12,-4.3,1.1,6.5,-5.6,0.75,5.97
337,-117.2753,43.641,989,2018-03,17.08,-1.1,5.1,11.4,-2.6,0.74,8.97
337,-117.2753,43.641,989,2018-04,12.42,2,9.1,16.1,-0.7,1.29,13.66
337,-117.2753,43.641,989,2018-05,16.3,7.6,15.8,24,6,1.4,21.93
337,-117.2753,43.641,989,2018-06,19.06,8.8,17.6,26.4,4.9,2.67,27.4
337,-117.2753,43.641,989,2018-07,0,14,24.2,34.4,3.2,7.62,48.86
337,-117.2753,43.641,989,2018-08,0,12.6,22.5,32.5,3.1,6.69,43.7
337,-117.2753,43.641,989,2018-09,0,6,16.1,26.1,-0.7,3.57,29.02
337,-117.2753,43.641,989,2018-10,21.84,2.4,9.7,16.9,1,1.24,13.12
337,-117.2753,43.641,989,2018-11,11.79,-4.5,2.3,9,-4.7,0.56,7.02
337,-117.2753,43.641,989,2018-12,22.36,-5.2,-0.8,3.6,-3.8,0.18,3.02
337,-117.2753,43.641,989,2019-01,21.24,-5,-0.1,4.8,-3.9,0.23,3.71
337,-117.2753,43.641,989,2019-02,64.96,-4.9,-0.3,4.2,-4.6,0.24,3.75
337,-117.2753,43.641,989,2019-03,19.37,-2.5,4.1,10.8,-2.8,0.47,8.42
337,-117.2753,43.641,989,2019-04,40.03,2.8,9.6,16.5,2.2,0.85,12.68
337,-117.2753,43.641,989,2019-05,79.72,5.5,12.9,20.2,3.3,1.56,17.23
337,-117.2753,43.641,989,2019-06,13.11,8.3,17.3,26.3,4.5,2.61,27.54
337,-117.2753,43.641,989,2019-07,0.2,13.5,22.4,31.3,6,5.96,37.64
337,-117.2753,43.641,989,2019-08,4.16,12.4,22.1,31.8,6.1,5,39.06
337,-117.2753,43.641,989,2019-09,18.21,8.1,16.5,24.9,5.3,2.24,25.24
337,-117.2753,43.641,989,2019-10,9.22,-1.9,5.9,13.8,-4.8,1.31,12.2
337,-117.2753,43.641,989,2019-11,4.27,-4.3,3.3,10.9,-5,0.9,9.03
337,-117.2753,43.641,989,2019-12,21.83,-3.7,0.4,4.4,-2.8,0.34,3.51
337,-117.2753,43.641,989,2020-01,39.61,-2.9,1.6,6,-2.5,0.38,4.28
337,-117.2753,43.641,989,2020-02,12.86,-4.2,2.1,8.3,-5.3,0.73,7.11
337,-117.2753,43.641,989,2020-03,17.59,-1.3,5.6,12.6,-3.1,0.98,10.17
337,-117.2753,43.641,989,2020-04,16.64,1.3,9.2,17.1,-1.6,1.56,15.16
337,-117.2753,43.641,989,2020-05,48.59,5.7,13.6,21.5,2.5,1.98,20.8
337,-117.2753,43.641,989,2020-06,59.13,10,17.5,25,6.4,2.84,25.2
337,-117.2753,43.641,989,2020-07,1.04,12.4,22,31.5,5.4,5.26,39.36
337,-117.2753,43.641,989,2020-08,2.88,13.5,22.9,32.4,5.2,6.58,41.26
337,-117.2753,43.641,989,2020-09,0.48,8.2,17.7,27.2,1.5,4.61,30.64
337,-117.2753,43.641,989,2020-10,8.62,2.9,11.2,19.6,-2.2,2.92,19.12
337,-117.2753,43.641,989,2020-11,23.79,-2.3,3.4,9.1,-3.1,0.92,7.38
337,-117.2753,43.641,989,2020-12,9.57,-5.8,-1,3.8,-5.6,0.51,3.84
337,-117.2753,43.641,989,2021-01,24.55,-3.3,0.7,4.8,-3,0.36,3.58
337,-117.2753,43.641,989,2021-02,33.18,-3.2,1.4,6,-4.9,0.91,5.23
337,-117.2753,43.641,989,2021-03,5.92,-1.8,5.4,12.6,-4.7,1.32,10.97
337,-117.2753,43.641,989,2021-04,9.28,0.9,9.2,17.5,-5.6,2.64,16.82
337,-117.2753,43.641,989,2021-05,26.41,5.9,13.6,21.3,0.3,3.18,20.68
337,-117.2753,43.641,989,2021-06,10.74,12.9,22.1,31.4,5,6.34,40.03
337,-117.2753,43.641,989,2021-07,1.03,16.9,26.5,36.1,4.6,10.7,52.96
337,-117.2753,43.641,989,2021-08,13.92,13.1,22,31,4.9,6.42,37.99
337,-117.2753,43.641,989,2021-09,13.51,8.1,17.3,26.4,0.6,4.9,29.75
337,-117.2753,43.641,989,2021-10,26.53,5,11.6,18.2,0.3,2.44,14.5
337,-117.2753,43.641,989,2021-11,16.92,-0.4,5.2,10.9,-0.2,0.67,6.95
337,-117.2753,43.641,989,2021-12,23.58,-3.3,0.6,4.4,-3.9,0.62,3.97
337,-117.2753,43.641,989,2022-01,20.85,-5.7,-2.1,1.6,-5.6,0.47,2.36
337,-117.2753,43.641,989,2022-02,6.58,-6.2,-0.3,5.6,-6.1,0.54,5.43
337,-117.2753,43.641,989,2022-03,6.76,-0.2,6.7,13.6,-2.4,1.33,10.94
337,-117.2753,43.641,989,2022-04,17.91,-0.8,6.4,13.6,-3.8,1.13,12.03
337,-117.2753,43.641,989,2022-05,33.45,3.9,11.2,18.6,1.9,1.35,16
337,-117.2753,43.641,989,2022-06,41.39,9.2,17.3,25.3,5.1,3,25.84
337,-117.2753,43.641,989,2022-07,1,15.6,25,34.5,4.4,8.75,48.75
337,-117.2753,43.641,989,2022-08,15.59,16,25.2,34.4,6.5,8.18,46.42
337,-117.2753,43.641,989,2022-09,1.57,10.6,19.4,28.3,2.5,5.63,32.96
337,-117.2753,43.641,989,2022-10,12.66,4.5,12.4,20.2,-0.9,3.41,19.29
337,-117.2753,43.641,989,2022-11,27.54,-6,-0.3,5.5,-5.3,0.42,5.01
337,-117.2753,43.641,989,2022-12,61.48,-6.9,-3,0.9,-6.1,0.31,2.35
337,-117.2753,43.641,989,2023-01,18.45,-4.3,-0.2,3.9,-4.2,0.49,3.53
337,-117.2753,43.641,989,2023-02,3.24,-6.3,-0.5,5.3,-7,0.64,5.3
337,-117.2753,43.641,989,2023-03,47.48,-3.1,1.8,6.6,-4,0.51,5.57
337,-117.2753,43.641,989,2023-04,16.85,0.6,7.2,13.8,-2.1,1.36,11.94
337,-117.2753,43.641,989,2023-05,39.97,8.4,15.8,23.3,5.5,2.19,21.15
337,-117.2753,43.641,989,2023-06,36.15,10.3,17.5,24.7,7.3,2.45,22.11
337,-117.2753,43.641,989,2023-07,0,14.9,24.5,34.2,4.6,8.67,46.8
337,-117.2753,43.641,989,2023-08,37.42,14.3,22.6,30.9,8.9,5.39,36.25
337,-117.2753,43.641,989,2023-09,6.51,8.5,17.2,25.9,3.3,3.65,26.85
337,-117.2753,43.641,989,2023-10,17.97,3.5,10.9,18.3,1.7,1.42,15.39
337,-117.2753,43.641,989,2023-11,14.27,-2.2,3.7,9.6,-2.5,0.64,6.99
337,-117.2753,43.641,989,2023-12,31.27,-2.3,0.9,4.2,-2.1,0.41,2.81
337,-117.2753,43.641,989,2024-01,49.52,-4.6,-0.8,3,-3.5,0.27,2.68
337,-117.2753,43.641,989,2024-02,26.91,-1.3,3.7,8.6,-1.2,0.48,5.69
337,-117.2753,43.641,989,2024-03,36.3,-1,5.2,11.4,-2.2,0.94,9.05
337,-117.2753,43.641,989,2024-04,30.37,1.5,9,16.5,-0.5,1.44,13.47
337,-117.2753,43.641,989,2024-05,28.78,4,11.9,19.8,0.6,1.97,18.37
337,-117.2753,43.641,989,2024-06,9.08,10,19.2,28.4,3.8,4.44,32.82
337,-117.2753,43.641,989,2024-07,2.63,15.6,25.1,34.6,4.7,9.26,48.3
337,-117.2753,43.641,989,2024-08,0.03,13.2,22.3,31.3,4.1,6.73,39.35
337,-117.2753,43.641,989,2024-09,10.94,10.3,18.8,27.4,3.7,4.87,30.03
337,-117.2753,43.641,989,2024-10,13.08,3.4,11.6,19.9,-0.9,2.71,18.64
,,,,,,,,,,,
339,-117.4021,43.633,1061,2010-02,25.26,-2.8,1.7,6.3,-2,0.24,4.07
339,-117.4021,43.633,1061,2010-03,17.05,-2.4,4.6,11.7,-4.2,0.91,9.51
339,-117.4021,43.633,1061,2010-04,22.11,-0.9,6.7,14.2,-3.1,1.14,12.39
339,-117.4021,43.633,1061,2010-05,20.8,1.9,9.4,16.9,-1,1.47,14.71
339,-117.4021,43.633,1061,2010-06,35.93,7.7,16,24.3,5.6,1.87,22.96
339,-117.4021,43.633,1061,2010-07,3.85,10.5,21,31.5,2.8,5.28,40.32
339,-117.4021,43.633,1061,2010-08,12.3,10.1,20.1,30,2.2,4.94,37.51
339,-117.4021,43.633,1061,2010-09,4.22,5.9,15.9,26,0.8,2.86,28.18
339,-117.4021,43.633,1061,2010-10,21.46,3.9,11.6,19.3,0.8,1.88,17.09
339,-117.4021,43.633,1061,2010-11,24.11,-3.1,2.5,8.1,-3.6,0.75,6.78
339,-117.4021,43.633,1061,2010-12,88.61,-5.5,-1,3.6,-4,0.26,2.78
339,-117.4021,43.633,1061,2011-01,21.12,-6.8,-2.2,2.4,-6.1,0.36,2.95
339,-117.4021,43.633,1061,2011-02,14.78,-5.4,0,5.4,-6.6,0.76,5.64
339,-117.4021,43.633,1061,2011-03,65.33,-0.8,4.2,9.2,-1.5,0.57,6.49
339,-117.4021,43.633,1061,2011-04,25.32,-0.6,5.9,12.5,-2.8,0.97,10.04
339,-117.4021,43.633,1061,2011-05,57.97,2.5,9.9,17.3,1.4,0.96,14.19
339,-117.4021,43.633,1061,2011-06,26.65,6.8,15,23.1,4.6,1.65,21.84
339,-117.4021,43.633,1061,2011-07,2.68,9.9,20.3,30.7,4.5,3.74,37.65
339,-117.4021,43.633,1061,2011-08,6.01,12,22.3,32.6,2.8,5.76,43
339,-117.4021,43.633,1061,2011-09,7.51,7.5,18.1,28.6,0.4,3.92,34.06
339,-117.4021,43.633,1061,2011-10,29.01,2.3,10,17.7,1.5,1.12,14.55
339,-117.4021,43.633,1061,2011-11,10.58,-4.3,1.8,7.9,-4.9,0.67,6.46
339,-117.4021,43.633,1061,2011-12,8.54,-9.1,-2,5.1,-8.4,0.47,5.24
339,-117.4021,43.633,1061,2012-01,33.83,-6.1,-0.4,5.4,-5.4,0.4,4.86
339,-117.4021,43.633,1061,2012-02,9.95,-4.7,1.3,7.3,-4.7,0.53,5.77
339,-117.4021,43.633,1061,2012-03,30.4,-1,5.5,11.9,-2.8,0.8,9.6
339,-117.4021,43.633,1061,2012-04,30.94,1.4,9.3,17.3,-0.7,1.05,15.57
339,-117.4021,43.633,1061,2012-05,19.17,3.4,12,20.7,-0.6,2.09,20.15
339,-117.4021,43.633,1061,2012-06,9.08,6.3,16.2,26,1.3,2.74,28.98
339,-117.4021,43.633,1061,2012-07,1.22,13.4,23.7,34,4.7,5.88,46.07
339,-117.4021,43.633,1061,2012-08,0.92,11.2,22.3,33.4,0.2,6.42,46.65
339,-117.4021,43.633,1061,2012-09,0.82,7.2,17.4,27.7,-1.9,4.59,32.59
339,-117.4021,43.633,1061,2012-10,15.82,-0.2,8.6,17.4,-2.9,1.48,16
339,-117.4021,43.633,1061,2012-11,22.13,-1.6,4.1,9.9,-0.8,0.54,6.75
339,-117.4021,43.633,1061,2012-12,33.49,-4.3,0.2,4.8,-4,0.49,4.22
339,-117.4021,43.633,1061,2013-01,15.24,-13.4,-7.7,-2,-10.3,0.18,1.99
339,-117.4021,43.633,1061,2013-02,6.84,-3.7,1.4,6.5,-3.7,0.42,5
339,-117.4021,43.633,1061,2013-03,6.16,-2.5,4.9,12.4,-4.1,0.88,10.38
339,-117.4021,43.633,1061,2013-04,8.11,0.3,8.4,16.5,-3.2,1.48,14.64
339,-117.4021,43.633,1061,2013-05,15.08,5,13.6,22.3,0,2.49,22.4
339,-117.4021,43.633,1061,2013-06,16.81,8.7,17.8,26.9,3.2,3.27,30.19
339,-117.4021,43.633,1061,2013-07,0.39,14,24.6,35.2,1.5,8.47,51.2
339,-117.4021,43.633,1061,2013-08,4.54,12.9,22.8,32.8,4.1,6.23,42.68
339,-117.4021,43.633,1061,2013-09,39.9,9.2,16.8,24.4,6.4,2.09,22.85
339,-117.4021,43.633,1061,2013-10,24.56,-0.5,7.7,15.9,-1.3,0.91,12.8
339,-117.4021,43.633,1061,2013-11,19.85,-3.5,2.9,9.2,-2.9,0.48,6.52
339,-117.4021,43.633,1061,2013-12,8.01,-10.6,-4.9,0.7,-9,0.34,3.08
339,-117.4021,43.633,1061,2014-01,15.42,-6.1,-1.7,2.7,-5.4,0.38,3.01
339,-117.4021,43.633,1061,2014-02,40.58,-2.9,1.8,6.6,-2.8,0.4,4.96
339,-117.4021,43.633,1061,2014-03,24.93,-1,5.9,12.8,-2.5,0.73,9.83
339,-117.4021,43.633,1061,2014-04,22.92,-0.3,7.7,15.7,-2.3,0.95,13.61
339,-117.4021,43.633,1061,2014-05,9.3,4.2,13.2,22.2,-0.1,2.34,22.33
339,-117.4021,43.633,1061,2014-06,8.41,8,16.9,25.8,1.6,3.46,27.73
339,-117.4021,43.633,1061,2014-07,5.05,14,24.2,34.3,4.4,7,47.27
339,-117.4021,43.633,1061,2014-08,10.45,12.2,21.4,30.7,6.5,4.3,35.9
339,-117.4021,43.633,1061,2014-09,18.07,7.6,16.9,26.2,1.5,3.1,28.37
339,-117.4021,43.633,1061,2014-10,11,2.8,11.3,19.7,1,1.44,17.34
339,-117.4021,43.633,1061,2014-11,32.15,-4.3,1.6,7.5,-3.7,0.52,5.79
339,-117.4021,43.633,1061,2014-12,50.94,-3.1,1.3,5.6,-1.8,0.29,3.46
339,-117.4021,43.633,1061,2015-01,16.09,-4.9,-0.9,3.1,-3.4,0.21,2.23
339,-117.4021,43.633,1061,2015-02,26.04,-1.3,5,11.2,-1.6,0.63,7.82
339,-117.4021,43.633,1061,2015-03,15.83,-1.1,7.1,15.3,-1.8,0.85,12.8
339,-117.4021,43.633,1061,2015-04,17.77,-1.1,7.8,16.7,-3.5,1.26,15.14
339,-117.4021,43.633,1061,2015-05,39.29,6.2,13.9,21.6,3.2,1.7,19.05
339,-117.4021,43.633,1061,2015-06,2.85,11.5,21.4,31.3,4.1,5.24,39.34
339,-117.4021,43.633,1061,2015-07,30.83,13.2,22.2,31.1,6.2,5.15,37.61
339,-117.4021,43.633,1061,2015-08,0.7,11.9,22.1,32.4,1.9,6.61,43.19
339,-117.4021,43.633,1061,2015-09,11.24,6.7,16.3,25.9,2.2,2.7,28.15
339,-117.4021,43.633,1061,2015-10,35.98,4.7,12.7,20.8,2.9,1.66,18.03
339,-117.4021,43.633,1061,2015-11,27.42,-3.9,1.8,7.5,-3.9,0.51,6.04
339,-117.4021,43.633,1061,2015-12,60.26,-4.9,-0.9,3.1,-4.4,0.38,3.04
339,-117.4021,43.633,1061,2016-01,26.03,-6.3,-1.5,3.3,-4.2,0.18,2.78
339,-117.4021,43.633,1061,2016-02,10.76,-2.6,3.1,8.8,-1.9,0.38,5.72
339,-117.4021,43.633,1061,2016-03,24.91,-0.3,6.1,12.6,-1.3,0.78,9.33
339,-117.4021,43.633,1061,2016-04,20.89,2.5,10.9,19.3,0.4,1.4,17.29
339,-117.4021,43.633,1061,2016-05,30.16,5.1,13.3,21.5,2.7,1.37,18.66
339,-117.4021,43.633,1061,2016-06,3.94,8.2,18.4,28.7,2.6,3.39,33.6
339,-117.4021,43.633,1061,2016-07,27.52,11.1,21.3,31.6,3.4,5.05,40.79
339,-117.4021,43.633,1061,2016-08,0.44,10.6,21.1,31.6,1.2,5.91,41.18
339,-117.4021,43.633,1061,2016-09,5.58,5.8,15.2,24.7,1.1,2.49,25.52
339,-117.4021,43.633,1061,2016-10,24.64,2.8,10.3,17.8,1.6,1.14,14.35
339,-117.4021,43.633,1061,2016-11,11.04,-1.5,5.5,12.5,-0.8,0.46,9.16
339,-117.4021,43.633,1061,2016-12,40.16,-11.4,-5.7,0,-9,0.22,2.33
339,-117.4021,43.633,1061,2017-01,82.22,-12.4,-7.1,-1.8,-9.8,0.18,1.69
339,-117.4021,43.633,1061,2017-02,39.46,-4.1,0.8,5.6,-3.4,0.36,4.3
339,-117.4021,43.633,1061,2017-03,45.73,1.1,7,12.9,0.6,0.55,9.09
339,-117.4021,43.633,1061,2017-04,40.12,0.1,7,14,-0.4,0.67,10.61
339,-117.4021,43.633,1061,2017-05,19.22,3.6,12.3,20.9,2.5,1.36,19.24
339,-117.4021,43.633,1061,2017-06,22,9.1,18,26.8,5,2.95,28.83
339,-117.4021,43.633,1061,2017-07,0.64,13.9,24.3,34.8,4.5,7.14,48.37
339,-117.4021,43.633,1061,2017-08,6.83,12.8,22.9,33,4.1,6.49,43.82
339,-117.4021,43.633,1061,2017-09,9.19,7.4,16.3,25.2,2.9,3.23,27.54
339,-117.4021,43.633,1061,2017-10,8.09,-0.5,7.9,16.2,-1.2,0.8,13.28
339,-117.4021,43.633,1061,2017-11,31.09,-1.3,4.5,10.3,-0.7,0.47,6.83
339,-117.4021,43.633,1061,2017-12,15.6,-7.8,-3,1.9,-6.1,0.28,2.62
339,-117.4021,43.633,1061,2018-01,26.99,-3.3,1.4,6.2,-1.9,0.21,3.86
339,-117.4021,43.633,1061,2018-02,7.51,-4.9,0.7,6.3,-5.7,0.67,5.81
339,-117.4021,43.633,1061,2018-03,24.49,-1.9,4.5,10.9,-2.9,0.65,8.57
339,-117.4021,43.633,1061,2018-04,13.85,1,8.5,16,-1,1.01,13.59
339,-117.4021,43.633,1061,2018-05,22.79,6.7,15.1,23.6,5.5,1.19,21.36
339,-117.4021,43.633,1061,2018-06,22.72,7.8,16.9,25.9,4.2,2.37,26.76
339,-117.4021,43.633,1061,2018-07,0.25,12.8,23.4,33.9,2.2,6.98,47.7
339,-117.4021,43.633,1061,2018-08,0,11.1,21.5,31.9,2,6.17,42.44
339,-117.4021,43.633,1061,2018-09,0,4.6,15.2,25.8,-1.7,3.34,28.74
339,-117.4021,43.633,1061,2018-10,23.03,1,8.8,16.7,0.4,0.95,13.03
339,-117.4021,43.633,1061,2018-11,12.87,-6.1,1.5,9.2,-5.3,0.47,7.28
339,-117.4021,43.633,1061,2018-12,25.85,-5.6,-1.2,3.2,-4,0.19,2.78
339,-117.4021,43.633,1061,2019-01,23.65,-5.3,-0.4,4.6,-4,0.22,3.6
339,-117.4021,43.633,1061,2019-02,77.06,-5.3,-0.6,4,-4.6,0.23,3.62
339,-117.4021,43.633,1061,2019-03,21.65,-2.9,3.6,10,-3,0.42,7.79
339,-117.4021,43.633,1061,2019-04,41.94,2.2,9.1,16,2,0.7,12.08
339,-117.4021,43.633,1061,2019-05,76.78,4.8,12.3,19.8,2.9,1.35,16.57
339,-117.4021,43.633,1061,2019-06,10.73,7.7,16.7,25.8,4.3,2.42,26.43
339,-117.4021,43.633,1061,2019-07,0.76,12.4,21.7,31,5.3,5.35,36.94
339,-117.4021,43.633,1061,2019-08,4.77,11.8,21.8,31.7,5.3,4.92,39.18
339,-117.4021,43.633,1061,2019-09,20.81,7.7,16.1,24.6,4.5,2.4,24.98
339,-117.4021,43.633,1061,2019-10,10.57,-3.2,5.1,13.4,-5.2,1.06,11.8
339,-117.4021,43.633,1061,2019-11,4.29,-5.8,2.6,11.1,-5.5,0.69,9.28
339,-117.4021,43.633,1061,2019-12,24.61,-4.1,-0.2,3.7,-3,0.34,2.96
339,-117.4021,43.633,1061,2020-01,40.54,-3.3,1.2,5.6,-2.6,0.36,3.97
339,-117.4021,43.633,1061,2020-02,12.96,-4.9,1.6,8.2,-5.4,0.59,6.95
339,-117.4021,43.633,1061,2020-03,19.02,-2.3,4.9,12.1,-3.4,0.82,9.7
339,-117.4021,43.633,1061,2020-04,16.29,-0.2,8.3,16.7,-1.8,1.14,14.63
339,-117.4021,43.633,1061,2020-05,55.56,4.4,12.8,21.2,2.2,1.46,20.15
339,-117.4021,43.633,1061,2020-06,58.13,8.9,16.8,24.8,5.7,2.34,24.92
339,-117.4021,43.633,1061,2020-07,3.12,11,21.1,31.2,4.5,4.55,38.86
339,-117.4021,43.633,1061,2020-08,4.99,12.2,22.2,32.2,4.1,6,41.29
339,-117.4021,43.633,1061,2020-09,0.6,6.5,16.8,27,0.6,3.86,30.82
339,-117.4021,43.633,1061,2020-10,9.09,1.3,10.4,19.6,-2.8,2.26,19.34
339,-117.4021,43.633,1061,2020-11,30.39,-3.8,2.7,9.1,-3.7,0.65,7.52
339,-117.4021,43.633,1061,2020-12,10.38,-7.1,-1.7,3.7,-5.8,0.37,3.81
339,-117.4021,43.633,1061,2021-01,31.06,-4.1,0.4,4.9,-3.4,0.37,3.8
339,-117.4021,43.633,1061,2021-02,36.87,-4.1,0.9,5.8,-5.2,0.8,5.2
339,-117.4021,43.633,1061,2021-03,10.6,-2.8,4.6,12.1,-5.1,1.1,10.6
339,-117.4021,43.633,1061,2021-04,13.06,-0.8,8.1,17.1,-6.2,2.11,16.43
339,-117.4021,43.633,1061,2021-05,22.18,4.7,12.7,20.7,-0.2,2.71,19.79
339,-117.4021,43.633,1061,2021-06,10.71,11.4,21.1,30.9,4.2,5.49,38.8
339,-117.4021,43.633,1061,2021-07,2.45,15.6,25.6,35.7,3.5,9.7,51.93
